"ISO3V10","Country","EPI_regions","GEO_subregion","Population2005","GDP_capita.MRYA","landlock","landarea","density","EPI","ENVHEALTH","ECOSYSTEM","ENVHEALTH.1","AIR_E","WATER_E","BIODIVERSITY","PRODUCTIVE_NATURAL_RESOURCES","CLIMATE","DALY_SC","WATER_H","AIR_H","AIR_E.1","WATER_E.1","BIODIVERSITY.1","FOREST","FISH","AGRICULTURE","CLIMATE.1","ACSAT_pt","WATSUP_pt","DALY_pt","INDOOR_pt","PM10_pt","OZONE_H_pt","SO2_pt","OZONE_E_pt","WATQI_pt","WATSTR_pt","WATQI_GEMS.station.data","FORGRO_pt","CRI_pt","EFFCON_pt","AZE_pt","MPAEEZ_pt","EEZTD_pt","MTI_pt","IRRSTR_pt","AGINT_pt","AGSUB_pt","BURNED_pt","PEST_pt","GHGCAP_pt","CO2IND_pt","CO2KWH_pt","ACSAT","WATSUP","DALY","INDOOR","PM10","OZONE_H","SO2","OZONE_E","WATQI","WATQI_GEMS.station.data.1","WATSTR","FORGRO","CRI","EFFCON","AZE","MPAEEZ","EEZTD","MTI","IRRSTR","AGINT","AGSUB","BURNED","PEST","GHGCAP","CO2IND","CO2KWH"
"MMR","Myanmar","East Asia and the Pacific","South East Asia",50519.5,1800,0,669707,23.1,65.1,63.9,66.3,63.9,81.4,83.5,24.5,61.2,73.8,73,67.9,41.9,81.4,83.5,24.5,88.9,0,94.6,73.8,73.1,62.6,73,0,58.9,91.4,99.5,63.2,69.2,88,NA,88.9,29.3,45.6,16.7,2,0,NA,96.1,99.6,100,95.3,81.8,93.2,67.5,60.7,77,78,15,95,68.8,160,0.2,1.50877e+08,81.5,NA,1.9,1,0.1,4.6,16.7,0.2,1,NA,3.3,0.2,0,0.6,18,5.8,3.1,365
"MNG","Mongolia","East Asia and the Pacific","Northeast Asia",2646.5,2034,1,1.5463e+06,0.3,68.1,66.6,69.6,66.6,98.5,66.1,88,85.7,57.5,80.2,43.8,62.2,98.5,66.1,88,83,NA,88.4,57.5,52,35.5,80.2,46.3,59.2,100,97,100,44.6,96.9,44.6,83,100,76.1,NA,100,NA,NA,77.7,99.8,100,87.4,77.3,75.9,54,42.5,59,62,11,51,68.4,0,1.3,0,66.7,66.7,11.3,1,0.5,7.6,NA,10,NA,NA,19,0.2,0,1.7,17,14.7,4,533
"MOZ","Mozambique","Sub-Saharan Africa","Southern Africa",19792.3,1162.4,0,777123,2.2,53.9,25.5,82.4,25.5,98.3,57.3,55.4,71.2,99.8,15.3,11.8,59.6,98.3,57.3,55.4,94.4,55.4,63.8,99.8,20.5,3.2,15.3,15.8,84,98.3,99.4,97.2,29.4,86.6,NA,94.4,99.8,92.8,0,20,72.3,38.4,98.3,99.9,100,16.4,4.5,99.4,100,99.9,32,43,47,80,39.1,31.9,0.2,1.1555e+07,57.5,NA,13.4,1,0.5,9.3,0,2,0.2769,-0.012,1.5,0.1,0,11.4,1,2.5,0.4,1
"MRT","Mauritania","Sub-Saharan Africa","Western Africa",3068.7,2160.6,0,1.0369e+06,0.2,44.2,33.2,55.2,33.2,99.8,51.3,34.6,58.8,57,31.5,21.5,48.3,99.8,51.3,34.6,30.9,76.3,69.2,57,22.8,20.2,31.5,40.7,30,100,99.6,100,20.1,71.9,NA,30.9,64,4.3,NA,40,68.1,84.6,32.5,100,100,99.7,13.6,59.4,80.5,31.1,34,53,38,56.3,103.3,0,0.2,0,52,NA,15.8,0.8,0.3,0.4,NA,4,0.3194,-0.003,57.4,0,0,0,3,23.3,2.2,639.6
"MUS","Mauritius","Sub-Saharan Africa","Western Indian Ocean",1244.7,11622.1,0,1993.16,82.3,78.1,97.7,58.5,97.7,94.4,64.7,21.9,93.4,53.5,98.2,96.5,97.9,94.4,64.7,21.9,87.4,99.5,NA,53.5,93,100,98.2,94.7,100,100,88.8,100,29.4,76.5,NA,87.4,12.6,0,75,0,99.1,100,NA,NA,100,NA,95.5,36.8,91.1,32.6,94,100,1,5,16,0,4.7,0,57.5,NA,0,1,0.1,0,75,0,0.0094,0.0128,NA,NA,0,NA,21,35,1.5,625
"MWI","Malawi","Sub-Saharan Africa","Southern Africa",12883.9,631.5,1,94968.4,40.5,59.9,34,85.8,34,99.6,57,90.1,76.8,94.5,15.3,54.3,51.1,99.6,57,90.1,79.8,NA,73.9,94.5,54.4,54.2,15.3,0,77.7,100,99.3,100,29.4,89.3,NA,79.8,91.7,78.6,100,100,NA,NA,99.6,97.5,100,72.3,0,97.8,96.1,89.6,61,73,47,95,46.5,0.8,0.3,185559,57.5,NA,13.9,1,0.5,7.9,100,10,NA,NA,0.3,1.6,0,3.8,0,3.4,1.1,96.1
"MYS","Malaysia","East Asia and the Pacific","South East Asia",25347.4,10091,0,330799,11.8,84,96.7,71.2,96.7,97.9,84.4,68.3,83.2,61.9,98.2,95.6,94.9,97.9,84.4,68.3,100,52.8,96.8,61.9,93,98.3,98.2,94.7,92.5,100,95.9,99.9,69.6,74,69.6,100,99.4,97.3,66.7,10,5.7,100,100,97.1,96,99.9,90.9,73.7,72,40,94,99,1,5,28.9,0.9,1.7,380622,81.7,81.7,0.7,1,0.5,9.7,66.7,1,0.9434,0.0012,0,1.8,1.9,0,20,15.8,2.8,557
"NAM","Namibia","Sub-Saharan Africa","Southern Africa",2031.3,7037.8,0,819961,0.1,70.6,60.9,80.4,60.9,85.7,36,73.4,76.1,96.5,76.6,45.1,45.2,85.7,36,73.4,79.6,77.4,71.3,96.5,12.3,77.9,76.6,32.1,81,0,98.7,72.7,29.4,100,NA,79.6,100,97.8,NA,0,54.8,100,48.7,100,100,94.3,13.6,92.4,100,97.2,25,87,13,64.5,42.6,3228,0.6,1.11888e+08,57.5,NA,52,1,0.5,9.8,NA,0,0.4523,0.0217,43.6,0,0,0.8,3,6.2,0.6,26
"NER","Niger","Sub-Saharan Africa","Western Africa",13957,700.3,1,1.15723e+06,2,39.1,6,72.1,6,99.7,44.9,83,74.1,73.6,0,4.2,19.9,99.7,44.9,83,82.3,NA,65.9,73.6,0,8.3,0,0,0,99.6,99.8,99.6,21.4,100,21.4,82.3,99.7,66.3,NA,100,NA,NA,34.5,36.1,100,99.8,59.1,94.2,96.5,30.1,13,46,65,95,144.2,7.5,0.1,1.6536e+06,52.8,52.8,28.7,1,0.5,6.6,NA,10,NA,NA,55.7,40.4,0,0,13,5.2,1.1,648.6
"NGA","Nigeria","Sub-Saharan Africa","Western Africa",131530,1008.1,0,904235,34.3,56.2,40.6,71.7,40.6,65.1,57.5,59.8,53.9,85.5,42.3,23.1,54.7,65.1,57.5,59.8,38.8,51.5,71.4,85.5,34.5,11.7,42.3,29.5,60.5,93.8,97.9,32.3,20.1,86.9,NA,38.8,52.9,41,100,0,52.2,50.7,94.1,57,100,92.2,13.6,100,100,56.6,44,48,32,67,67,115.5,0.9,2.77605e+08,52,NA,4.7,0.9,0.3,4.1,100,0,0.4778,-0.0096,5,27.2,0,1.1,3,2.1,0.6,403
"NIC","Nicaragua","Latin America and Caribbe","Meso America",5486.7,3538.9,0,118789,8,73.4,72.9,74,72.9,99.4,78.5,44.8,83.6,75.9,85.6,51.2,69.2,99.4,78.5,44.8,72.2,96,82.7,75.9,38,64.3,85.6,32.2,90.8,100,98.9,100,57.1,73,NA,72.2,70.6,62.9,NA,1,91.9,100,100,92.2,100,98.6,22.7,94.5,91.2,41.9,47,79,8,64.4,31,0,0.5,0,74.2,NA,0,0.9,0.4,6.3,NA,0.1,0.0805,0.0124,0,4.9,0,0.2,5,5.1,1.5,539
"NLD","Netherlands","Europe","Western Europe",16299.2,31306,0,35043.8,84.7,78.7,98.1,59.4,98.1,66.3,68.8,9.1,75.5,66.1,99.6,100,93.1,66.3,68.8,9.1,100,47.2,79.3,66.1,100,100,99.6,94.7,88.1,99.7,32.8,99.7,64.2,97.2,64.2,100,19.7,3.7,NA,4,0,94.4,100,85.1,22.8,92.9,95.5,78.1,61.9,58.3,100,100,0.2,5,34.1,5.4,28.4,1.11629e+06,78.5,78.5,24.1,1.1,0.1,0.4,NA,0.4,1,-0.0011,0,9.4,36,1,21,13.6,3.5,387
"NOR","Norway","Europe","Western Europe",4620.3,37667.3,0,318524,2.1,93.1,99.3,86.9,99.3,93.4,95.6,61.2,82.6,92.7,99.6,100,97.9,93.4,95.6,61.2,100,70.9,77.1,92.7,100,100,99.6,94.7,100,100,86.8,100,91.2,100,91.2,100,81.3,59.3,NA,43,48.9,92.8,100,86.2,0,99.2,100,79.9,98.9,99.4,100,100,0.2,5,11.5,0.7,5.6,28283.1,94.7,94.7,0,1.1,0.4,5.9,NA,4.3,0.511,-0.0014,0,8.7,68,0.1,22,12.6,0.9,6
"NPL","Nepal","South Asia","South Asia",27132.6,1379.1,1,139103,62.1,72.1,60.2,84,60.2,99.2,76.4,45,78.2,98.1,63.9,53.5,59.6,99.2,76.4,45,70.3,NA,86.1,98.1,24,83,63.9,14.7,84.3,99.9,98.5,99.8,53.9,100,NA,70.3,40.6,49.3,NA,100,NA,NA,100,87.5,100,83.7,59.1,97.2,97.3,99.9,35,90,20,81,38.7,1.6,0.6,654935,72.3,NA,0.9,0.9,0.2,4.9,NA,10,NA,NA,0,7.9,0,2.2,13,3.7,1,1
"NZL","New Zealand","East Asia and the Pacific","Australia + New Zealand",4028.4,23109.3,0,265334,2.2,88.9,99,78.8,99,98,98.9,61.9,94.6,71.1,99.1,100,97.9,98,98.9,61.9,100,86.3,97.5,71.1,100,100,99.1,94.7,100,100,96.1,100,99,100,99,100,82.3,84.9,78.6,2,72.7,100,100,97.4,93.6,96.5,100,60.3,82.7,70.4,100,100,0.5,5,15.5,0,1.7,0,99.4,99.4,1.2,1,0.4,8.5,78.6,0.2,0.2731,0.0253,0,1.7,3,0.5,22,22.8,2,275
"OMN","Oman","Middle East and North Africa","Arabian Peninsula",2567,13886.7,0,304190,1,70.3,84.6,55.9,84.6,98.1,29.3,46.1,86,53.6,98.2,77.7,64.4,98.1,29.3,46.1,100,84.5,73.4,53.6,86,69.4,98.2,94.7,16.3,100,96.1,100,0,77.4,NA,100,91.8,91.8,0,1,69,100,64.6,93.1,100,95.8,13.6,76.6,76.4,7.8,88,82,1,5,119.5,0,1.6,0,39.9,NA,37.5,1,0.5,9.2,0,0.1,0.3104,0.0024,30.1,4.4,0,0.6,3,14.4,2.5,855
"PAK","Pakistan","South Asia","South Asia",157935,2206.3,0,785320,48.7,58.7,54.6,62.7,54.6,97.7,52.2,44,64.6,67.4,60.3,68.4,29.5,97.7,52.2,44,46,78.5,69.3,67.4,52,84.7,60.3,14.7,9.1,99.8,97.6,97.9,41.2,97.5,41.2,46,95.6,46.7,0,9,67.8,89.2,94.4,45.8,100,97.2,9.1,100,43.1,59,59,91,22,81,128,4.1,1,8.46142e+06,64.7,64.7,33.4,0.9,0.5,4.7,0,0.9,0.3222,-0.0021,4.7,34.3,0,0.4,2,2.3,4.7,380
"PAN","Panama","Latin America and Caribbe","Meso America",3231.5,7234.1,0,74515.2,8.1,83.1,86.4,79.8,86.4,98,86.5,64.2,88.6,78,94.6,75.7,80.5,98,86.5,64.2,75.3,91.5,99.1,78,68.4,83,94.6,65.3,86.1,99.8,96.1,100,75.7,100,75.7,75.3,93.9,93.1,50,20,82.9,100,100,100,100,99.9,95.5,89.7,74,70.1,73,90,3,33,36.6,2.9,1.6,144498,85.4,85.4,2.6,0.9,0.5,9.3,50,2,0.1708,0.0029,0,0,0,0,21,7.6,2.6,277
"PER","Peru","Latin America and Caribbe","South America",27968.2,5725.1,0,1.28826e+06,2.1,78.1,78.3,77.9,78.3,96.9,57.7,58.1,80.6,87.1,89.2,63.9,70.9,96.9,57.7,58.1,100,64.2,77.6,87.1,56.7,71.1,89.2,65.1,62.3,99.6,94.8,98.9,33.8,99.5,33.8,100,98.1,79.6,32.3,2,77.1,51.3,67.5,99.8,40.2,85.1,95.5,94,88.8,78.7,63,83,6,33.2,64.8,8.2,2.2,4.42415e+06,60.2,60.2,16.7,1,0.5,8,32.3,0.2,0.2289,-0.0095,27.6,0.1,27.9,2,21,5.4,1.6,198
"PHL","Philippines","East Asia and the Pacific","South East Asia",83054.5,4730.6,0,295387,61.8,77.9,82.5,73.4,82.5,97.2,68.6,44.5,70.4,82,91,70.9,77.1,97.2,68.6,44.5,57.5,68.8,84.8,82,67.3,74.5,91,53.1,89.7,100,94.5,100,40.6,94.1,40.6,57.5,94,41.4,36.4,6,52.5,85.1,98.9,89.1,54.4,99.9,81.8,100,99.3,46.6,72,85,5,44.6,32.2,0,2.3,0,64.3,64.3,3,0.9,0.5,4.1,36.4,0.6,0.4746,-0.0029,1,6.9,21.3,0,18,2.1,0.9,495
"PNG","Papua New Guinea","East Asia and the Pacific","South Pacific",5887.1,2321.8,0,465004,0.1,64.8,58.2,71.4,58.2,99.9,49,47.1,93.7,75.9,76.6,17.3,62.2,99.9,49,47.1,89.5,97.8,NA,75.9,34.5,0,76.6,5.6,100,100,99.7,100,0,100,0,89.5,89.4,81.5,16.7,1,95.7,100,NA,100,100,99.9,4.5,88.8,93.6,45.3,44,39,13,89.7,19.3,0,0.1,0,34,34,1.8,1,0.4,8.2,16.7,0.1,0.0434,0.0014,NA,0,0,0,1,8.1,1.3,507.5
"POL","Poland","Europe","Central Europe",38529.6,13349.3,0,311195,20.5,80.5,93.6,67.4,93.6,85.5,81,48.4,82.3,62.7,98.2,86.3,91.8,85.5,81,48.4,100,62.5,84.4,62.7,84.2,88.4,98.2,94.7,84.9,100,71,99.9,68.1,98.7,68.1,100,67.5,33.3,NA,7,58.9,66.1,100,40.7,89.8,95.9,95.5,84.5,74.5,29,86.5,93.2,1,5,38,0.5,12.2,219505,80.8,80.8,5.6,1.1,0.3,3.3,NA,0.7,0.4112,-0.0066,0,37.5,4.8,0.6,21,10.3,2.6,659
"PRT","Portugal","Europe","Western Europe",10494.5,18966,0,91426.4,20.3,85.8,98.4,73.1,98.4,96.8,87.6,33.7,90.5,72.9,99.1,100,95.6,96.8,87.6,33.7,100,97.5,74.1,72.9,100,100,99.1,94.7,94.8,98.7,94.6,99.1,86.2,81.8,86.2,100,26.7,7.1,100,1,95.1,100,100,69.2,23,82.5,95.5,88.9,83.5,46.3,100,100,0.5,5,26.2,24.5,2.3,3.76916e+06,91.7,91.7,10,1.1,0.1,0.7,100,0.1,0.0494,0.0015,0,19.5,35.9,2.4,21,8,2,498
"PRY","Paraguay","Latin America and Caribbe","South America",6158.3,4368.1,1,395908,1.2,77.7,73.3,82.1,73.3,80,61.9,58.5,86,94.2,91,76.4,34.7,80,61.9,58.5,76.7,NA,95.4,94.2,76.6,76.2,91,44.4,32.2,20.3,98.8,61.2,49.6,85.2,NA,76.7,69.3,47.7,NA,100,NA,NA,100,95,100,86.4,95.5,82.6,100,100,80,86,5,52.8,100.6,1477,0.5,1.59181e+08,69.7,NA,23.5,0.9,0.3,4.8,NA,10,NA,NA,0,3.1,0,1.9,21,11.2,0.5,0
"ROU","Romania","Central and Eastern Europ","Central Europe",21711.5,8721.8,0,237056,15,71.9,77.8,66.1,77.8,95.5,66.2,30.1,77.8,70.4,92.8,35.1,90.4,95.5,66.2,30.1,100,73.2,60.4,70.4,43.3,27,92.8,75.9,100,100,90.9,100,51.3,100,51.3,100,32.8,22.2,NA,71,98.1,48.2,91.6,33.1,22.7,54.4,100,92.5,61.2,57.5,51.5,57,4,22.9,16,0,3.8,13457.7,70.7,70.7,17.2,1,0.2,2.2,NA,7.1,0.0186,-0.0101,7.2,42.3,36.1,6.2,22,6.1,3.5,394
"RUS","Russia","Central and Eastern Europ","Eastern Europe",143202,10350,0,1.668e+07,0.4,83.9,96.3,71.4,96.3,96.1,73,79.2,82.3,62.9,99.5,89.9,96.3,96.1,73,79.2,100,83.9,63.1,62.9,84.8,94.9,99.5,90.7,100,100,92.5,99.8,48.3,81.6,48.3,100,87.9,74.5,100,26,83.9,NA,96.3,57,87.5,74.6,0,74.5,50.7,63.6,87,97,0.3,8.8,20,0.5,3.2,827506,68.9,68.9,2.1,1,0.4,7.4,100,2.6,0.1611,NA,3.2,27.2,5.8,3.4,0,15.5,4.2,338
"RWA","Rwanda","Sub-Saharan Africa","Eastern Africa",9037.7,1104.7,1,24348.9,85,54.9,32.2,77.5,32.2,99,62.8,72.2,89,78,15.3,44,54.3,99,62.8,72.2,100,NA,78,78,32.2,55.9,15.3,0,85.9,99.8,98.1,99.8,25.6,99.6,NA,100,74.6,69.7,NA,100,NA,NA,100,78.8,100,93.2,18.2,95.6,100,38.3,42,74,47,95,36.7,4.3,0.8,668937,55.3,NA,0,2.5,0.4,7,NA,10,NA,NA,0,13.4,0,0.9,4,4.5,0.8,572.4
"SAU","Saudi Arabia","Middle East and North Africa","Arabian Peninsula",24573.1,14768.8,0,1.94266e+06,0,72.8,85.5,60.2,85.5,98.9,21.5,95.5,82.5,50.5,98.2,85.8,59.8,98.9,21.5,95.5,100,77.7,69.9,50.5,85.3,86.4,98.2,94.7,4.7,99.9,98.1,99.8,0,68.4,NA,100,100,100,NA,20,55.5,100,0,61.2,100,97.2,90.9,70.4,61.8,19.4,87.4,92,1,5,133.3,1.7,0.8,655933,39.9,NA,51.6,1,0.5,10,NA,2,0.4451,0.0054,98.3,24.6,0,0.4,20,17.6,3.5,748
"SDN","Sudan","Middle East and North Africa","Northern Africa",36233,2050.2,0,2.49239e+06,1.2,55.5,47,64.1,47,77.1,66.7,30.1,78.4,67.9,67.6,35.9,17,77.1,66.7,30.1,81.7,78.6,74.8,67.9,22.8,49.1,67.6,0,0,84.8,99.6,54.6,45.2,100,45.2,81.7,30.1,31.2,NA,0,78.6,NA,55.4,98.2,100,24.9,95.5,95.2,100,8.6,34,70,18,95,181.5,282.3,0.2,1.86081e+08,67,67,10.7,1,0.2,3.1,NA,0,0.2137,NA,37.9,1.1,0,10.2,21,4.7,0.5,848
"SEN","Senegal","Sub-Saharan Africa","Western Africa",11658.2,1598.6,0,196151,8,62.8,58.4,67.3,58.4,98.6,67.4,29.5,82.9,70.7,60.3,54.5,58.4,98.6,67.4,29.5,89.4,83.3,76,70.7,49.7,59.3,60.3,44.2,53.1,97.5,99.4,97.7,49.6,100,49.6,89.4,39.1,44.2,NA,4,73.9,92.8,98.6,96.2,100,67,18.2,100,80.5,31.7,57,76,22,53,75.7,47,0.3,9.26368e+06,69.7,69.7,13.4,1,0.2,4.4,NA,0.4,0.2613,-0.0014,1.2,2.4,0,4.5,4,2,2.2,634
"SLB","Solomon Islands","East Asia and the Pacific","South Pacific",477.7,1857.6,0,28707.4,0.1,52.3,59.6,44.9,59.6,100,57.3,1.8,71.2,40.8,74.8,34.2,54.6,100,57.3,1.8,47.2,95.2,NA,40.8,19.3,49.1,74.8,0,86.6,100,99.9,100,14.7,73.4,NA,47.2,6.5,0.6,0,0,95.2,NA,NA,NA,100,NA,4.5,0,92.3,30.1,31,70,14,95,35.9,0,0,0,48.7,NA,0,0.9,0,0.1,0,0,0.0478,NA,NA,NA,0,NA,1,54.1,1.4,648.6
"SLE","Sierra Leone","Sub-Saharan Africa","Western Africa",5525.5,752.5,0,72617.4,8.1,40,18.2,61.9,18.2,95,60.1,6,82.9,69.6,0,27.8,44.9,95,60.1,6,84.1,86.8,77.9,69.6,28.7,27,0,3.2,70,78,99.1,90.9,20.1,97.7,NA,84.1,12.9,5,NA,0,73.7,100,100,100,100,84.9,4.5,89.4,89.4,30.1,39,57,78,92,55.7,407.3,0.4,3.747e+07,52,NA,0,1,0.1,0.5,NA,0,0.2631,0.0024,0,0,0,2.1,1,7.7,1.6,648.6
"SLV","El Salvador","Latin America and Caribbe","Meso America",6881,4775.5,0,20278.9,77.7,77.2,81.8,72.6,81.8,97.9,78.5,4.3,73.6,88.5,91,64.2,80.9,97.9,78.5,4.3,47.2,88.3,85.2,88.5,55.6,72.8,91,65.3,87,100,95.8,100,57.1,74.1,NA,47.2,12.4,0.6,NA,0,76.6,100,100,49.9,100,98.7,77.3,100,94,71.6,62,84,5,33,35.5,0,1.8,0,74.2,NA,0,0.9,0.1,0.1,NA,0,0.2337,0.0068,0,31.7,0,0.2,17,2,1.3,263
"SVK","Slovakia","Central and Eastern Europ","Central Europe",5400.9,15408.9,1,48875,27.2,86,99.1,72.9,99.1,90.9,75.7,53.5,89.3,71.2,99.6,99.4,97.9,90.9,75.7,53.5,100,NA,78.5,71.2,98.8,100,99.6,94.7,100,100,81.8,100,51.3,88.2,51.3,100,59.7,47.3,NA,100,NA,NA,100,51.9,56.7,83.9,100,86.4,52.3,75,99,100,0.2,5,15.7,0,7.7,0,70.7,70.7,0,1.1,0.3,4.7,NA,10,NA,NA,0,30.4,20.2,2.2,22,9.3,4.1,232
"SVN","Slovenia","Europe","Central Europe",1966.8,20890.2,0,20224,23.3,86.3,97.8,74.8,97.8,94.6,98,36.5,75.6,77.2,99.1,100,92.9,94.6,98,36.5,100,50,76.8,77.2,100,100,99.1,91.6,91.2,99,89.3,99.9,96,100,96,100,60.4,13.3,NA,5,0,100,100,96.3,10,91.4,86.4,84.4,82.4,64.6,100,100,0.5,8,30.5,18,4.5,591641,97.6,97.6,0,1.1,0.3,1.3,NA,0.5,1,0.0001,0,2.3,42,1.2,19,10.3,2.1,328
"SWE","Sweden","Europe","Western Europe",9041.3,30392.5,0,431704,2,93.1,99.4,86.9,99.4,98.1,97.1,58,85.9,91.6,99.8,100,97.9,98.1,97.1,58,100,78.4,79.3,91.6,100,100,99.8,94.7,100,99.8,96.3,99.9,94.6,58.6,94.6,100,75.8,52.3,NA,26,76.8,80,100,75,22.8,98.9,100,89.8,89.9,95.1,100,100,0.1,5,12.2,3.5,1.6,321529,96.7,96.7,0.4,1,0.4,5.2,NA,2.6,0.232,-0.0039,0,15.8,36,0.1,22,7.5,1.5,45
"SWZ","Swaziland","Sub-Saharan Africa","Southern Africa",1032.4,4440.1,1,17409.7,0.3,61.3,61.1,61.6,61.1,99.6,62.5,50.6,84.3,54.1,69.4,37.3,68.2,99.6,62.5,50.6,95.5,NA,73.1,54.1,39.2,35.5,69.4,32.8,88,99.1,99.2,99.9,29.4,99.9,NA,95.5,100,1.2,NA,100,NA,NA,100,100,100,61,4.5,27.6,93,41.6,48,62,17,63.8,34.2,17.5,0.3,308959,57.5,NA,4,1,0.5,0.1,NA,10,NA,NA,0,0,0,5.3,1,39.7,1.3,541.3
"SYR","Syria","Middle East and North Africa","Mashriq",19043.4,3496.8,0,184366,25.9,68.2,84.5,51.8,84.5,97.6,19.3,11.7,82.9,59.7,92.8,88.2,64.3,97.6,19.3,11.7,100,71.4,77.3,59.7,88.3,88.1,92.8,66.3,44.4,100,95.3,100,0,99,NA,100,21.1,2.8,NA,4,71.4,NA,89.3,8,100,93.8,95.5,97.1,45.4,36.7,90,93,4,32,86.1,0,2,0,39.9,NA,55.6,1.1,0.1,0.3,NA,0.4,0.2855,NA,9.1,58.2,0,0.8,21,3.7,4.6,587
"TCD","Chad","Sub-Saharan Africa","Central Africa",9748.9,1340.7,1,1.24314e+06,0,45.9,18.4,73.3,18.4,86.9,51.8,79.9,84,73.3,27.9,0.8,17.2,86.9,51.8,79.9,86.4,NA,81.7,73.3,0,1.5,27.9,0,10.2,65.6,99.7,74.1,21.8,85.1,NA,86.4,86.6,73.3,NA,100,NA,NA,86.9,100,100,66.9,54.5,89.7,100,30.1,9,42,40,95,126.7,636.9,0.1,1.06339e+08,53,NA,16.4,1,0.4,7.3,NA,10,NA,NA,11.2,0,0,4.5,12,7.6,0.7,648.6
"TGO","Togo","Sub-Saharan Africa","Western Africa",6145,1306,0,57276.9,9.1,62.3,52,72.6,52,95.3,60.1,63.3,54.4,82.4,67.6,21.2,51.5,95.3,60.1,63.3,0,82.9,80.4,82.4,24,18.5,67.6,8.1,80.3,80.8,99,91.7,20.1,100,NA,0,100,38.7,NA,1,65.8,100,100,47,100,82.5,72.7,98.3,100,48.9,35,52,18,87.3,43.4,356,0.4,3.39931e+07,52,NA,0,0.6,0.5,3.9,NA,0.1,0.3421,0.001,0,33.5,0,2.4,16,3.1,0.6,474
"THA","Thailand","East Asia and the Pacific","South East Asia",64232.8,8065.1,0,513635,43.7,79.2,85.5,72.8,85.5,79.6,85,55.7,81.3,71.1,96.4,98.6,50.5,79.6,85,55.7,91.4,60.1,92.3,71.1,98.8,98.3,96.4,24.2,55.1,94,93.9,65.3,79.7,77.8,79.7,91.4,64.6,73.4,NA,14,20.3,100,100,81.5,90.8,98.3,90.9,92.8,77.8,42.8,99,99,2,72,73.4,111.2,2.6,1.42235e+08,87.8,87.8,8.8,1,0.3,7.3,NA,1.4,0.7975,0.0193,0,11.7,4.3,0.2,20,6,2.4,531
"TJK","Tajikistan","Central and Eastern Europ","Central Asia",6507,1256.9,1,130111,11.7,72.3,62.2,82.5,62.2,99.8,63.7,43.8,81.8,98.2,82,36.5,48.3,99.8,63.7,43.8,83.5,NA,80.1,98.2,42.7,30.4,82,0,70.9,99.4,99.8,99.8,42.8,77.5,NA,83.5,58.3,29.3,NA,100,NA,NA,93.1,98.9,100,94.8,13.6,97.6,100,97.1,51,59,10,95,54.5,10.6,0.1,983656,65.6,NA,14,1,0.3,2.9,NA,10,NA,NA,5.9,0.7,0,0.7,3,3.5,0,27
"TKM","Turkmenistan","Central and Eastern Europ","Central Asia",4833.3,3415.7,1,460254,0.2,71.3,78.1,64.4,78.1,99.7,56,58.1,87.9,58.2,87.4,54,83.8,99.7,56,58.1,100,NA,75.9,58.2,55.6,52.5,87.4,94.7,64.7,100,99.5,100,42.8,97.7,NA,100,99.2,16.9,NA,100,NA,NA,83.5,96.7,100,99.2,0,60.4,100,14.3,62,72,7,5,61.9,0,0.2,0,65.6,NA,27.9,1,0.5,1.7,NA,10,NA,NA,14,2.1,0,0.1,0,22.7,0,795
"TTO","Trinidad & Tobago","Latin America and Caribbe","Caribbean",1305.2,14708.1,0,5202.12,56.6,70.4,88.4,52.3,88.4,90.6,79.7,47.5,95.7,28.7,98.2,92.4,64.8,90.6,79.7,47.5,100,91.4,NA,28.7,100,84.7,98.2,91.6,20.5,100,81.2,100,59.4,98.2,NA,100,98.8,41.1,50,0,84.4,98.5,100,74.7,100,NA,86.4,62.5,0,23.6,100,91,1,8,114.4,0,7.9,0,75.6,NA,0,1,0.5,4.1,50,0,0.1564,-0.0003,0,16,0,NA,19,21.7,13.5,709
"TUN","Tunisia","Middle East and North Africa","Northern Africa",10102.5,7758.2,0,147881,17.4,78.1,92.9,63.3,92.9,97.4,41.2,22.4,68.7,77.1,96.4,85.3,93.5,97.4,41.2,22.4,100,53.2,53,77.1,82.5,88.1,96.4,94.7,88.9,100,94.7,100,39.7,49.6,39.7,100,50.3,8.9,NA,1,6.3,100,76.8,0,75.7,99.1,13.6,97.2,86.1,48,85,93,2,5,33.2,0.5,2.2,64297.7,63.8,63.8,51.9,1.1,0.3,0.9,NA,0.1,0.9369,0.0026,19.7,77,11.3,0.1,3,3.7,1.8,482
"TUR","Turkey","Middle East and North Africa","Central Europe",73192.8,7842.2,0,768694,19.2,75.9,91.2,60.6,91.2,96.8,69.3,5.2,75.5,66.5,94.6,89.6,86.1,96.8,69.3,5.2,100,48.4,78.1,66.5,86,93.2,94.6,88.4,76.7,100,93.6,100,54,87.6,54,100,10.8,2.8,0,11,34.4,62.5,96.8,77.6,42.1,87.5,86.4,95.7,50.4,53.3,88,96,3,11,47.7,0.2,2.7,189136,72.3,72.3,13.9,1,0.1,0.3,0,1.1,0.6563,-0.0073,2.7,14.2,27,1.7,19,4.5,4.2,433
